METID	REPLACEMENTID
1,1-dichloroethylene[s]	m00228s
1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[c]	m00229c
1,2,3,4-tetrahydro-beta-carboline[c]	m00230c
1,2-dehydrosalsolinol[c]	m00231c
1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen[c]	m00232c
1,2-diacylglycerol-bile-PC pool[c]	m00233c
1,2-diacylglycerol-chylomicron pool[s]	m00234s
1,2-diacylglycerol-LD-PC pool[c]	m00235c
1,2-diacylglycerol-LD-PE pool[c]	m00236c
1,2-diacylglycerol-LD-PE pool[r]	m00236r
1,2-diacylglycerol-LD-PI pool[c]	m00237c
1,2-diacylglycerol-LD-PS pool[c]	m00238c
1,2-diacylglycerol-LD-SM pool[c]	m00239c
1,2-diacylglycerol-LD-TAG pool[c]	m00240c
1,2-diacylglycerol-LD-TAG pool[g]	m00240g
1,2-diacylglycerol-LD-TAG pool[n]	m00240n
1,2-diacylglycerol-VLDL pool[s]	m00241s
1,2-dibromoethane[c]	m00242c
1,2-dibromoethane[s]	m00242s
1,2-dihydronaphthalene-1,2-diol[c]	m00243c
1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene[c]	m00244c
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c]	m00245c
1,2-naphthoquinone[c]	m00246c
1,3-bisphospho-D-glycerate[c]	m00247c
1,3-diaminopropane[c]	m00248c
1,4-benzothiazine-O-quinonimine[c]	m00249c
1,4-dihydroxynaphthalene[c]	m00250c
1,4-naphthoquinone[c]	m00251c
10,11-dihydro-12-epi-LTB4[c]	m00252c
10,11-dihydro-12-epi-LTB4[m]	m00252m
10,11-dihydro-12-epi-LTB4[p]	m00252p
10,11-dihydro-12-oxo-LTB4[c]	m00253c
10,11-dihydro-12-oxo-LTB4[m]	m00253m
10,11-dihydro-12-oxo-LTB4[p]	m00253p
10,11-dihydro-12R-hydroxy-LTC4[c]	m00254c
10,11-dihydro-12R-hydroxy-LTC4[m]	m00254m
10,11-dihydro-12R-hydroxy-LTC4[p]	m00254p
10,11-dihydro-20-dihydroxy-LTB4[c]	m00255c
10,11-dihydro-20-dihydroxy-LTB4[r]	m00255r
10,11-dihydro-20-trihydroxy-LTB4[c]	m00256c
10,11-dihydro-20-trihydroxy-LTB4[r]	m00256r
10,11-dihydro-LTB4[c]	m00257c
10,11-dihydro-LTB4[m]	m00257m
10,11-dihydro-LTB4[p]	m00257p
10,11-dihydro-LTB4[r]	m00257r
10,11-dihydro-LTB4-CoA[c]	m00258c
10,11-dihydro-LTB4-CoA[m]	m00258m
10,11-dihydro-LTB4-CoA[p]	m00258p
10,11-dihydro-LTB4-CoA[r]	m00258r
10,11-epoxy-(4Z,7Z)-hexadecadienoic acid[c]	m00259c
10,13,16,19-docosatetraenoic acid[c]	m00260c
10,13,16,19-docosatetraenoic acid[l]	m00260l
10,13,16,19-docosatetraenoic acid[r]	m00260r
10,13,16,19-docosatetraenoic acid[s]	m00260s
10,13,16,19-docosatetraenoylcarnitine[c]	m00261c
10,13,16,19-docosatetraenoylcarnitine[m]	m00261m
10,13,16,19-docosatetraenoylcarnitine[r]	m00261r
10,13,16,19-docosatetraenoyl-CoA[c]	m00262c
10,13,16,19-docosatetraenoyl-CoA[m]	m00262m
10,13,16,19-docosatetraenoyl-CoA[r]	m00262r
10,13,16-docosatrienoylcarnitine[c]	m00263c
10,13,16-docosatrienoylcarnitine[m]	m00263m
10,13,16-docosatrienoylcarnitine[r]	m00263r
10,13,16-docosatrienoyl-CoA[c]	m00264c
10,13,16-docosatrienoyl-CoA[m]	m00264m
10,13,16-docosatrienoyl-CoA[r]	m00264r
10,13,16-docosatriynoic acid[c]	m00265c
10,13,16-docosatriynoic acid[l]	m00265l
10,13,16-docosatriynoic acid[r]	m00265r
10,13,16-docosatriynoic acid[s]	m00265s
10-formyl-THF[c]	m00266c
10-formyl-THF[l]	m00266l
10-formyl-THF[m]	m00266m
10-formyl-THF[s]	m00266s
10-formyl-THF-glu(5)[c]	m00267c
10-formyl-THF-glu(5)[l]	m00267l
10-formyl-THF-glu(5)[m]	m00267m
10-formyl-THF-glu(5)[s]	m00267s
10-formyl-THF-glu(6)[c]	m00268c
10-formyl-THF-glu(6)[l]	m00268l
10-formyl-THF-glu(6)[m]	m00268m
10-formyl-THF-glu(6)[s]	m00268s
10-formyl-THF-glu(7)[c]	m00269c
10-formyl-THF-glu(7)[l]	m00269l
10-formyl-THF-glu(7)[m]	m00269m
10-formyl-THF-glu(7)[s]	m00269s
10-HETE[c]	m00270c
10-HETE[r]	m00270r
10-hydroperoxy-H4-neuroprostane[c]	m00271c
10-hydroxy-D4-neuroprostane[c]	m00272c
10-hydroxy-E4-neuroprostane[c]	m00273c
10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[c]	m00274c
10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[r]	m00274r
10-peroxy-docosahexaenoate[c]	m00275c
11,12,15-THETA[c]	m00276c
11,12-DHET[c]	m00277c
11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate[c]	m00278c
11,12-EET[c]	m00279c
11,14,15-THETA[c]	m00280c
11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate[c]	m00281c
11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid[c]	m00282c
11beta,17alpha,21-trihydroxypregnenolone[c]	m00283c
11beta-hydroxyandrost-4-ene-3,17-dione[c]	m00284c
11beta-hydroxyandrost-4-ene-3,17-dione[m]	m00284m
11beta-hydroxyandrost-4-ene-3,17-dione[r]	m00284r
11beta-hydroxyprogesterone[c]	m00285c
11-carboxy-alpha-chromanol[m]	m00286m
11-carboxy-alpha-tocotrienol[m]	m00287m
11-carboxy-gamma-chromanol[m]	m00288m
11-carboxy-gamma-tocotrienol[m]	m00289m
11-cis-retinal[c]	m00290c
11-cis-retinol[c]	m00291c
11-cis-retinyl-palmitate[c]	m00292c
11-dehydro-thromboxane B2[c]	m00293c
11-deoxycorticosterone[c]	m00294c
11-deoxycorticosterone[m]	m00294m
11-deoxycorticosterone[r]	m00294r
11-deoxycortisol[c]	m00295c
11-deoxycortisol[m]	m00295m
11-deoxycortisol[r]	m00295r
11h-14,15-EETA[c]	m00296c
11-HETE[c]	m00297c
11-HpODE[c]	m00298c
11-hydroperoxy-H4-neuroprostane[c]	m00299c
11-hydroxy-D4-neuroprostane[c]	m00300c
11-hydroxy-E4-neuroprostane[c]	m00301c
11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate[c]	m00302c
11-peroxy-docosahexaenoate[c]	m00303c
11-trans-LTE4[c]	m00304c
12(13)-EpOME[c]	m00305c
12(13)-EpOME[r]	m00305r
12(R)-HPETE[c]	m00306c
12(S)-HETE[c]	m00307c
12(S)-HETE[r]	m00307r
12(S)-HHT[c]	m00308c
12(S)-HPETE[c]	m00309c
12(S)-HPETE[p]	m00309p
12(S)-HPETE[r]	m00309r
12(S)-HPETE[s]	m00309s
12,13-epoxy-(6Z,9Z)-octadecadienoic acid[c]	m00310c
12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c]	m00311c
12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c]	m00312c
12,13-epoxylinoleic acid-radical[c]	m00313c
12,13-hydroxyoctadec-9(z)-enoate[c]	m00314c
12,13-hydroxyoctadec-9(z)-enoate[r]	m00314r
12,15,18,21-tetracosatetraenoic acid[c]	m00315c
12,15,18,21-tetracosatetraenoic acid[l]	m00315l
12,15,18,21-tetracosatetraenoic acid[r]	m00315r
12,15,18,21-tetracosatetraenoic acid[s]	m00315s
12,15,18,21-tetracosatetraenoylcarnitine[c]	m00316c
12,15,18,21-tetracosatetraenoylcarnitine[r]	m00316r
12,15,18,21-tetracosatetraenoyl-CoA[c]	m00317c
12,15,18,21-tetracosatetraenoyl-CoA[p]	m00317p
12,15,18,21-tetracosatetraenoyl-CoA[r]	m00317r
12,20-diHETE[c]	m00318c
12,20-diHETE[r]	m00318r
12,20-dioxo-LTB4[c]	m00319c
12-epi-LTB4[c]	m00320c
12-hetre[c]	m00321c
12-hydroperoxyeicosatetraenoate-glyceryl-ester[c]	m00322c
12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[c]	m00323c
12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[r]	m00323r
12-hydroxy-arachidonate[r]	m00324r
12-hydroxydodecanoic acid[c]	m00325c
12-hydroxydodecanoic acid[s]	m00325s
12-keto-LTB4[c]	m00326c
12-keto-LTB4[m]	m00326m
12-keto-LTB4[p]	m00326p
12-keto-LTB4[r]	m00326r
12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[c]	m00327c
12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[r]	m00327r
12-oxo-10,11-dihydro-20-COOH-LTB4[c]	m00328c
12-oxo-10,11-dihydro-20-COOH-LTB4[r]	m00328r
12-oxo-20-carboxy-LTB4[c]	m00329c
12-oxo-20-carboxy-LTB4[r]	m00329r
12-oxo-20-dihydroxy-LTB4[c]	m00330c
12-oxo-20-dihydroxy-LTB4[r]	m00330r
12-oxo-20-hydroxy-LTB4[c]	m00331c
12-oxo-20-hydroxy-LTB4[r]	m00331r
12-oxo-20-trihydroxy-LTB4[c]	m00332c
12-oxo-20-trihydroxy-LTB4[r]	m00332r
12-oxo-c-LTB3[c]	m00333c
12-oxo-c-LTB3[m]	m00333m
12-oxo-c-LTB3[p]	m00333p
12-oxo-c-LTB3[r]	m00333r
12-oxoETE[c]	m00334c
12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate[c]	m00335c
13(S)-HODE[c]	m00336c
13(S)-HPODE[c]	m00337c
13,14-dihydro-15-keto-PGD2[c]	m00338c
13,14-dihydro-15-oxo-lipoxin A4[c]	m00339c
13,14-dihydro-lipoxin A4[c]	m00340c
13,16,19-docosatrienoic acid[c]	m00341c
13,16,19-docosatrienoic acid[l]	m00341l
13,16,19-docosatrienoic acid[r]	m00341r
13,16,19-docosatrienoic acid[s]	m00341s
13,16,19-docosatrienoylcarnitine[c]	m00342c
13,16,19-docosatrienoylcarnitine[m]	m00342m
13,16,19-docosatrienoylcarnitine[r]	m00342r
13,16,19-docosatrienoyl-CoA[c]	m00343c
13,16,19-docosatrienoyl-CoA[m]	m00343m
13,16,19-docosatrienoyl-CoA[r]	m00343r
13-carboxy-alpha-tocopherol[c]	m00344c
13-carboxy-alpha-tocopherol[m]	m00344m
13-carboxy-alpha-tocopherol[r]	m00344r
13-carboxy-alpha-tocotrienol[c]	m00345c
13-carboxy-alpha-tocotrienol[m]	m00345m
13-carboxy-alpha-tocotrienol[r]	m00345r
13-carboxy-gamma-tocopherol[c]	m00346c
13-carboxy-gamma-tocopherol[m]	m00346m
13-carboxy-gamma-tocopherol[r]	m00346r
13-carboxy-gamma-tocotrienol[c]	m00347c
13-carboxy-gamma-tocotrienol[m]	m00347m
13-carboxy-gamma-tocotrienol[r]	m00347r
13-cis-oxo-retinoate[c]	m00348c
13-cis-retinal[c]	m00349c
13-cis-retinal[r]	m00349r
13-cis-retinoate[c]	m00350c
13-cis-retinoate[r]	m00350r
13-cis-retinol[c]	m00351c
13-cis-retinoyl-beta-D-glucuronide[r]	m00352r
13-cis-retinoyl-glucuronide[c]	m00353c
13-cis-retinoyl-glucuronide[r]	m00353r
13-cis-retinoyl-glucuronide[s]	m00353s
13-HETE[c]	m00354c
13-hydroperoxy-H4-neuroprostane[c]	m00355c
13-hydroxy-alpha-tocopherol[c]	m00356c
13-hydroxy-alpha-tocopherol[r]	m00356r
13-hydroxy-alpha-tocotrienol[c]	m00357c
13-hydroxy-alpha-tocotrienol[r]	m00357r
13-hydroxy-D4-neuroprostane[c]	m00358c
13-hydroxy-E4-neuroprostane[c]	m00359c
13-hydroxy-gamma-tocopherol[c]	m00360c
13-hydroxy-gamma-tocopherol[r]	m00360r
13-hydroxy-gamma-tocotrienol[c]	m00361c
13-hydroxy-gamma-tocotrienol[r]	m00361r
13-oxo-(9Z,11E)-tridecadienoate[c]	m00362c
13-oxy-radical-octadecadienoate[c]	m00363c
14,15-DHET[c]	m00364c
14,15-DiHETE[c]	m00365c
14,15-DiHETE[n]	m00365n
14,15-EET[c]	m00366c
14,15-EET[r]	m00366r
14-demethyllanosterol[c]	m00367c
14-hydroperoxy-H4-neuroprostane[c]	m00368c
14-hydroxy-D4-neuroprostane[c]	m00369c
14-hydroxy-E4-neuroprostane[c]	m00370c
14-hydroxytetradecanoic acid[c]	m00371c
14-hydroxytetradecanoic acid[s]	m00371s
14-peroxy-docosahexaenoate[c]	m00372c
15(R)-HEPE[c]	m00373c
15(R)-HEPE[n]	m00373n
15(R)-HEPE[p]	m00373p
15(R)-HEPE[r]	m00373r
15(R)-HETE[c]	m00374c
15(R)-HETE[p]	m00374p
15(R)-HETE[r]	m00374r
15(R)-HpEPE[c]	m00375c
15(R)-HpEPE[n]	m00375n
15(R)-HpEPE[p]	m00375p
15(R)-HpEPE[r]	m00375r
15(S)-HEPE[c]	m00376c
15(S)-HETE[c]	m00377c
15(S)-HETrE[c]	m00378c
15(S)-HpEPE[c]	m00379c
15(S)-HPETE[c]	m00380c
15(S)-HPETE[n]	m00380n
15(S)-HPETE[p]	m00380p
15(S)-HPETE[r]	m00380r
15-dehydro-prostaglandin D2[c]	m00381c
15-deoxy-delta-12,14-PGD2[c]	m00382c
15-deoxy-delta-12,14-PGJ2[c]	m00383c
15-deoxy-PGD2[c]	m00384c
15-deoxy-prostaglandin J2[c]	m00385c
15-epi-lipoxin A4[c]	m00386c
15-epi-lipoxin A4[p]	m00386p
15-epi-lipoxin A4[r]	m00386r
15-epi-lipoxin A5[c]	m00387c
15-epi-lipoxin A5[p]	m00387p
15-epi-lipoxin A5[r]	m00387r
15-epi-lipoxin B4[c]	m00388c
15-epi-lipoxin B4[p]	m00388p
15-epi-lipoxin B4[r]	m00388r
15-epi-lipoxin B5[c]	m00389c
15-epi-lipoxin B5[p]	m00389p
15-epi-lipoxin B5[r]	m00389r
15H-11,12-EETA[c]	m00390c
15-HpETrE[c]	m00391c
15-keto-prostaglandin F2alpha[c]	m00392c
15-oxoETE[c]	m00393c
15-oxo-lipoxin A4[c]	m00394c
15-oxo-prostaglandin E2-glyceryl ester[c]	m00395c
16(R)-HETE[c]	m00396c
16(S)-hydroxy-18-oxo-18-CoA-LTE4[p]	m00397p
16,18-oxo-18-CoA-dinor-LTE4[p]	m00398p
16alpha-hydroxydehydroepiandrosterone[r]	m00399r
16alpha-hydroxyestrone[c]	m00400c
16alpha-hydroxyestrone[r]	m00400r
16e-18-oxo-18-CoA-dinor-LTE4[p]	m00401p
16-glucuronide-estriol[c]	m00402c
16-glucuronide-estriol[r]	m00402r
16-glucuronide-estriol[s]	m00402s
16-hydroxyhexadecanoic acid[c]	m00403c
16-hydroxyhexadecanoic acid[s]	m00403s
16-peroxy-docosahexaenoate[c]	m00404c
17alpha,20alpha-dihydroxycholesterol[c]	m00405c
17alpha,21-dihydroxypregnenolone[c]	m00406c
17alpha-hydroxypregnenolone sulfate[c]	m00407c
17alpha-hydroxypregnenolone[c]	m00408c
17alpha-hydroxypregnenolone[r]	m00408r
17alpha-hydroxyprogesterone[c]	m00409c
17alpha-hydroxyprogesterone[r]	m00409r
17beta-estradiol-2,3-quinone[c]	m00410c
17beta-estradiol-2,3-quinone[m]	m00410m
17beta-estradiol-2,3-quinone[p]	m00410p
17beta-estradiol-2,3-quinone[r]	m00410r
17beta-estradiol-2,3-semiquinone[c]	m00411c
17beta-estradiol-2,3-semiquinone[l]	m00411l
17beta-estradiol-3,4-quinone[c]	m00412c
17beta-estradiol-3,4-quinone[m]	m00412m
17beta-estradiol-3,4-quinone[p]	m00412p
17beta-estradiol-3,4-quinone[r]	m00412r
17beta-estradiol-3,4-semiquinone[c]	m00413c
17beta-estradiol-3,4-semiquinone[l]	m00413l
17-HETE[c]	m00414c
17-hydroperoxy-H4-neuroprostane[c]	m00415c
17-hydroxy-D4-neuroprostane[c]	m00416c
17-hydroxy-E4-neuroprostane[c]	m00417c
17-peroxy-docosahexaenoate[c]	m00418c
18(R)-hydroxy-20-oxo-20-CoA-LTE4[p]	m00419p
18,20-dioxo-20-CoA-LTB4[m]	m00420m
18,20-dioxo-20-CoA-LTB4[p]	m00420p
18-CoA-18-oxo-dinor-LTB4[m]	m00421m
18-CoA-18-oxo-dinor-LTB4[p]	m00421p
18-COOH-(15E)-dinor-LTE4-CoA[p]	m00422p
18-COOH-(16E)-dinor-LTE5-CoA[p]	m00423p
18-COOH-LTB4[m]	m00424m
18-COOH-LTE4[p]	m00425p
18-HETE[c]	m00426c
18-hydroxy-all-trans-retinoate[c]	m00427c
18-hydroxy-all-trans-retinoate[r]	m00427r
18-hydroxy-arachidonate[r]	m00428r
18-hydroxycorticosterone[m]	m00429m
19(S)-HETE[c]	m00430c
19-hydroxyandrostenedione[c]	m00431c
19-hydroxytestosterone[c]	m00432c
19-hydroxytestosterone[r]	m00432r
19-hydroxytestosterone[s]	m00432s
19-oxoandrostenedione[c]	m00433c
19-oxo-testosterone[c]	m00434c
1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[c]	m00435c
1-acylglycerol-3P-10,13,16,19-doco[c]	m00436c
1-acylglycerol-3P-10,13,16-docosa[c]	m00437c
1-acylglycerol-3P-10-heptade[c]	m00438c
1-acylglycerol-3P-11,14,17-eico[c]	m00439c
1-acylglycerol-3P-11,14-eicosa[c]	m00440c
1-acylglycerol-3P-11-docose[c]	m00441c
1-acylglycerol-3P-11-eico[c]	m00442c
1-acylglycerol-3P-12,15,18,21-tetra[c]	m00443c
1-acylglycerol-3P-13,16,19-doco[c]	m00444c
1-acylglycerol-3P-13,16-docosa[c]	m00445c
1-acylglycerol-3P-13-docose[c]	m00446c
1-acylglycerol-3P-13-eicose[c]	m00447c
1-acylglycerol-3P-13-octade[c]	m00448c
1-acylglycerol-3P-15-tetra[c]	m00449c
1-acylglycerol-3P-4,7,10,13,16,19-doco[c]	m00450c
1-acylglycerol-3P-4,7,10,13,16-docosa[c]	m00451c
1-acylglycerol-3P-5,8,11,14,17-eico[c]	m00452c
1-acylglycerol-3P-5,8,11-eico[c]	m00453c
1-acylglycerol-3P-5-tetrade[c]	m00454c
1-acylglycerol-3P-6,9,12,15,18,21-tetra[c]	m00455c
1-acylglycerol-3P-6,9,12,15,18-tetraco[c]	m00456c
1-acylglycerol-3P-6,9,12,15-octa[c]	m00457c
1-acylglycerol-3P-6,9-octa[c]	m00458c
1-acylglycerol-3P-7,10,13,16,19-docosa[c]	m00459c
1-acylglycerol-3P-7,10,13,16-docosa[c]	m00460c
1-acylglycerol-3P-7-hexade[c]	m00461c
1-acylglycerol-3P-7-octade[c]	m00462c
1-acylglycerol-3P-7-tetrade[c]	m00463c
1-acylglycerol-3P-8,11,14,17-eico[c]	m00464c
1-acylglycerol-3P-8,11-eico[c]	m00465c
1-acylglycerol-3P-9,12,15,18,21-tetra[c]	m00466c
1-acylglycerol-3P-9,12,15,18-tetraco[c]	m00467c
1-acylglycerol-3P-9-eicose[c]	m00468c
1-acylglycerol-3P-9-heptade[c]	m00469c
1-acylglycerol-3P-9-octade[c]	m00470c
1-acylglycerol-3P-9-tetrade[c]	m00471c
1-acylglycerol-3P-arach[c]	m00472c
1-acylglycerol-3P-bile-PC pool[c]	m00473c
1-acylglycerol-3P-cis-vac[c]	m00474c
1-acylglycerol-3P-CL pool[m]	m00475m
1-acylglycerol-3P-dihomo-gamma[c]	m00476c
1-acylglycerol-3P-docosa[c]	m00477c
1-acylglycerol-3P-eico[c]	m00478c
1-acylglycerol-3P-gamma-lin[c]	m00479c
1-acylglycerol-3P-heneico[c]	m00480c
1-acylglycerol-3P-heptade[c]	m00481c
1-acylglycerol-3P-hexacosa[c]	m00482c
1-acylglycerol-3P-hexecose[c]	m00483c
1-acylglycerol-3P-laur[c]	m00484c
1-acylglycerol-3P-LD-PC pool[c]	m00485c
1-acylglycerol-3P-LD-PE pool[c]	m00486c
1-acylglycerol-3P-LD-PI pool[c]	m00487c
1-acylglycerol-3P-LD-PS pool[c]	m00488c
1-acylglycerol-3P-LD-SM pool[c]	m00489c
1-acylglycerol-3P-LD-TG1 pool[c]	m00490c
1-acylglycerol-3P-lin[c]	m00491c
1-acylglycerol-3P-linolen[c]	m00492c
1-acylglycerol-3P-myrist[c]	m00493c
1-acylglycerol-3P-nanode[c]	m00494c
1-acylglycerol-3P-ol[c]	m00495c
1-acylglycerol-3P-palm[c]	m00496c
1-acylglycerol-3P-palmn[c]	m00497c
1-acylglycerol-3P-pentade[c]	m00498c
1-acylglycerol-3P-stea[c]	m00499c
1-acylglycerol-3P-tetraco[c]	m00500c
1-acylglycerol-3P-trico[c]	m00501c
1-acylglycerol-3P-tridec[c]	m00502c
1-acylglycerol-chylomicron pool[c]	m00503c
1-acylglycerol-chylomicron pool[s]	m00503s
1-acylglycerol-LD-PC pool[c]	m00504c
1-acylglycerol-LD-PE pool[c]	m00505c
1-acylglycerol-LD-PI pool[c]	m00506c
1-acylglycerol-LD-PS pool[c]	m00507c
1-acylglycerol-LD-SM pool[c]	m00508c
1-acylglycerol-LD-TG1 pool[c]	m00509c
1-acylglycerol-VLDL pool[c]	m00510c
1-acylglycerol-VLDL pool[s]	m00510s
1-acyl-PE pool[c]	m00511c
1-alkenyl-2-acylglycerol[c]	m00512c
1-alkyl-2-acetyl-sn-glycerol[c]	m00513c
1-alkyl-2-acylglycerol[c]	m00514c
1-alkyl-2-acylglycerophosphoethanolamine[c]	m00515c
1-alkyl-2-lysoglycerol-3-phosphocholine[c]	m00516c
1-alkyl-2-lysoglycerol-3-phosphocholine[s]	m00516s
1-alkyldihydroxyacetone-phosphate[c]	m00517c
1-alkyldihydroxyacetone-phosphate[p]	m00517p
1-alpha,24R,25-trihydroxyvitamin D2[m]	m00518m
1-alpha,25-dihydroxyvitamin D2[m]	m00519m
1-deoxy-1-(N6-lysino)-D-fructose[c]	m00520c
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c]	m00521c
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n]	m00521n
1D-myo-inositol-1,3,4,5-tetrakisphosphate[c]	m00522c
1D-myo-inositol-1,3,4,5-tetrakisphosphate[n]	m00522n
1D-myo-inositol-1,3,4,6-tetrakisphosphate[c]	m00523c
1D-myo-inositol-1,3,4,6-tetrakisphosphate[n]	m00523n
1D-myo-inositol-1,3,4-trisphosphate[c]	m00524c
1D-myo-inositol-1,4,5,6-tetrakisphosphate[c]	m00525c
1D-myo-inositol-1,4,5,6-tetrakisphosphate[n]	m00525n
1D-myo-inositol-1,4-bisphosphate[c]	m00526c
1D-myo-inositol-1,4-bisphosphate[n]	m00526n
1D-myo-inositol-3,4,5,6-tetrakisphosphate[c]	m00527c
1D-myo-inositol-3,4-bisphosphate[c]	m00528c
1D-myo-inositol-3-phosphate[c]	m00529c
1D-myo-inositol-4-phosphate[c]	m00530c
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c]	m00531c
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n]	m00531n
1-hexadecylglycerol-3-phosphate[c]	m00532c
1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c]	m00533c
1-lyso-2-arachidonoyl-phosphatidate[c]	m00534c
1-lysolecithin pool[c]	m00535c
1-methylnicotinamide[c]	m00536c
1-methylnicotinamide[s]	m00536s
1-methylpyrrolinium[c]	m00537c
1-naphthol[c]	m00538c
1-naphthylamine[c]	m00539c
1-nitro-5,6-dihydroxy-dihydronaphthalene[c]	m00540c
1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene[c]	m00541c
1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene[c]	m00542c
1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene[c]	m00543c
1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene[c]	m00544c
1-nitronaphthalene[c]	m00545c
1-nitronaphthalene[s]	m00545s
1-nitronaphthalene-5,6-oxide[c]	m00546c
1-nitronaphthalene-7,8-oxide[c]	m00547c
1-nitrosonaphthalene[c]	m00548c
1-organyl-2-lyso-sn-glycero-3-phosphocholine[c]	m00549c
1-organyl-2-lyso-sn-glycero-3-phosphocholine[s]	m00549s
1-palmitoyl-dihydroxyacetone-phosphate[p]	m00550p
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[c]	m00551c
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[n]	m00551n
1-phosphatidyl-1D-myo-inositol-3-phosphate[c]	m00552c
1-phosphatidyl-1D-myo-inositol-3-phosphate[n]	m00552n
1-phosphatidyl-1D-myo-inositol-3-phosphate[r]	m00552r
1-phosphatidyl-1D-myo-inositol-4-phosphate[c]	m00553c
1-phosphatidyl-1D-myo-inositol-4-phosphate[n]	m00553n
1-phosphatidyl-1D-myo-inositol-5-phosphate[c]	m00554c
1-phosphatidyl-1D-myo-inositol-5-phosphate[g]	m00554g
1-phosphatidyl-1D-myo-inositol-5-phosphate[n]	m00554n
1-phosphatidyl-1D-myo-inositol-5-phosphate[r]	m00554r
1-phosphatidyl-myo-inositol-3,5-bisphosphate[c]	m00555c
1-phosphatidyl-myo-inositol-3,5-bisphosphate[g]	m00555g
1-phosphatidyl-myo-inositol-3,5-bisphosphate[r]	m00555r
1-piperideine-6-carboxylate[c]	m00556c
1-piperideine-6-carboxylate[p]	m00556p
1-pyrroline[c]	m00557c
1-pyrroline[m]	m00557m
1-pyrroline-2-carboxylate[c]	m00558c
1-pyrroline-5-carboxylate[c]	m00559c
1-pyrroline-5-carboxylate[m]	m00559m
1-radyl-2-acyl-sn-glycero-3-phosphocholine[c]	m00560c
2-(alpha-hydroxyethyl)thiamine-diphosphate[c]	m00561c
2(R),6-dimethyl-heptanoyl-CoA[m]	m00562m
2(S),6-dimethyl-heptanoyl-CoA[c]	m00563c
2(S),6-dimethyl-heptanoyl-CoA[m]	m00563m
2(S)-pristanal[p]	m00564p
2-(S-glutathionyl)acetyl chloride[c]	m00565c
2-(S-glutathionyl)acetyl glutathione[c]	m00566c
2,2-dichloro-1,1-ethanediol[c]	m00567c
2,2-dichloroacetaldehyde[c]	m00568c
2,3-bisphospho-D-glycerate[c]	m00569c
2,3-cyclic-UMP[c]	m00570c
2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene[c]	m00571c
2,3-diketo-5-methylthiopentyl-1-phosphate[c]	m00572c
2,3-diketo-L-gulonate[c]	m00573c
2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[c]	m00574c
2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[n]	m00574n
2,5-diaminopyrimidine nucleoside triphosphate[c]	m00575c
2,5-diaminopyrimidine nucleoside triphosphate[n]	m00575n
2,5-dihydroxybenzoate[c]	m00576c
2,6-dimethylheptanoyl-carnitine[c]	m00577c
2,6-dimethylheptanoyl-carnitine[m]	m00577m
2,6-dimethylheptanoyl-carnitine[s]	m00577s
2,6-dimethyl-trans-2-heptenoyl-CoA[m]	m00578m
20alpha,22beta dihydroxycholesterol[c]	m00579c
20alpha,22beta dihydroxycholesterol[m]	m00579m
20alpha-hydroxy-4-pregnen-3-one[c]	m00580c
20alpha-hydroxy-4-pregnen-3-one[s]	m00580s
20-CoA-20-oxo-18r-hydroxy-LTB4[m]	m00581m
